Date,Year,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Crime_Type,Crime_Cause,Severity,Arrests,Response_Time,Incident_Duration
14/10/2023,2023,6:12,Tuesday,Santa Veronica (Bae),14.017413,121.342642,Stormy,Harassment,Opportunistic,High,3,21,112
27/12/2025,2025,1:50,Thursday,II-C (Unson),14.025279,121.336119,Stormy,Fraud,Mental Health,High,1,14,76
20/11/2024,2024,15:38,Tuesday,I-A (Sambat),14.059103,121.333966,Stormy,Other,Drugs,High,3,14,110
02/06/2025,2025,20:20,Friday,San Pedro,14.093613,121.2812,Cloudy,Robbery,Unemployment,Low,2,16,105
18/02/2020,2020,11:33,Sunday,II-B (Guadalupe 1),14.10822,121.343854,Foggy,Burglary,Other,High,2,12,109
14/01/2024,2024,10:43,Monday,V-B,14.038878,121.31985,Stormy,Fraud,Drugs,High,3,9,109
14/10/2021,2021,19:41,Tuesday,Santa Monica,14.053813,121.291107,Sunny,Burglary,Drugs,Medium,0,15,68
28/08/2024,2024,20:53,Saturday,VII-A (P.Alcantara),14.022414,121.340317,Foggy,Drug-Related,Domestic Issue,High,3,22,71
30/08/2022,2022,17:18,Friday,San Ignacio,14.049472,121.286425,Rainy,Fraud,Other,Low,1,25,39
28/11/2020,2020,20:53,Monday,Concepcion (Bunot),14.041945,121.36317,Foggy,Domestic Violence,Gang Activity,Medium,2,16,104
28/02/2024,2024,3:14,Saturday,II-A (Triangulo/ Guadalupe 2),14.060092,121.312845,Stormy,Domestic Violence,Gang Activity,Low,1,16,66
21/06/2021,2021,0:18,Wednesday,San Lorenzo (Saluyan),14.06305,121.365914,Foggy,Assault,Opportunistic,Medium,1,22,44
10/04/2022,2022,18:27,Friday,Santa Monica,14.085875,121.30275,Foggy,Vandalism,Unemployment,Low,1,15,19
02/08/2021,2021,7:43,Saturday,VI-A (Mavenida),14.059128,121.276409,Foggy,Fraud,Poverty,Low,3,17,114
14/10/2025,2025,11:07,Wednesday,VII-E,14.012047,121.318357,Cloudy,Assault,Mental Health,High,3,20,44
10/03/2022,2022,14:13,Thursday,San Pedro,14.05844,121.308507,Foggy,Other,Unemployment,Medium,3,17,45
22/11/2021,2021,12:39,Wednesday,San Crispin (Lumbangan),14.099262,121.319109,Foggy,Drug-Related,Opportunistic,Low,2,13,34
20/07/2024,2024,23:14,Monday,San Mateo (Imok),14.057399,121.289467,Sunny,Vandalism,Other,Low,3,22,118
22/07/2021,2021,13:53,Tuesday,III-F (Balagtas),14.054759,121.324297,Foggy,Domestic Violence,Opportunistic,Medium,1,17,44
05/04/2020,2020,3:44,Friday,IV-A,14.015633,121.314357,Sunny,Theft,Unemployment,Medium,1,21,118
24/09/2024,2024,12:50,Monday,VI-B (Sabang Mabini),14.095141,121.2833,Stormy,Fraud,Personal Dispute,Low,2,22,72
24/09/2024,2024,15:32,Saturday,Santo Cristo,14.035344,121.353942,Rainy,Other,Personal Dispute,High,2,26,100
29/05/2020,2020,22:42,Tuesday,I-A (Sambat),14.019265,121.308867,Sunny,Domestic Violence,Other,Medium,1,9,22
11/09/2024,2024,8:00,Friday,San Pedro,14.085132,121.303695,Stormy,Theft,Personal Dispute,Medium,2,5,110
15/06/2021,2021,4:26,Sunday,San Nicolas (Mag-ampon),14.094167,121.27993,Sunny,Domestic Violence,Other,Medium,1,13,12
28/07/2022,2022,0:45,Thursday,III-F (Balagtas),14.032096,121.331088,Stormy,Drug-Related,Drugs,Medium,3,14,12
29/05/2020,2020,6:07,Thursday,San Crispin (Lumbangan),14.072979,121.34931,Cloudy,Drug-Related,Domestic Issue,High,1,7,54
14/07/2022,2022,1:38,Wednesday,Santa Ana,14.063813,121.353119,Cloudy,Domestic Violence,Drugs,High,1,17,106
24/01/2024,2024,20:54,Monday,San Mateo (Imok),14.01052,121.319998,Foggy,Fraud,Other,High,1,27,19
15/03/2020,2020,14:29,Wednesday,San Crispin (Lumbangan),14.084477,121.294337,Stormy,Assault,Other,Medium,3,13,54
11/12/2020,2020,13:43,Sunday,San Diego (Tiim),14.059084,121.332282,Sunny,Assault,Mental Health,Low,2,7,49
15/09/2025,2025,11:42,Thursday,II-D (Bulante),14.093325,121.357404,Foggy,Domestic Violence,Mental Health,High,3,25,71
01/09/2025,2025,8:37,Monday,V-B,14.021558,121.282406,Cloudy,Domestic Violence,Drugs,High,3,10,26
01/02/2023,2023,20:50,Monday,Santa Ana,14.072087,121.361564,Cloudy,Domestic Violence,Alcohol,High,1,11,73
16/06/2025,2025,7:05,Monday,San Miguel (Balatuin),14.092864,121.36039,Foggy,Theft,Gang Activity,Low,0,20,102
05/06/2020,2020,16:37,Wednesday,II-F (Villa Rey),14.01601,121.366791,Sunny,Other,Opportunistic,Low,3,17,107
09/06/2021,2021,22:56,Saturday,VII-B,14.091169,121.349357,Sunny,Burglary,Opportunistic,High,1,9,95
02/04/2022,2022,21:17,Friday,Santa Catalina (Sandig),14.021962,121.311501,Rainy,Burglary,Opportunistic,Medium,0,12,42
03/02/2022,2022,11:46,Sunday,San Francisco (Calihan),14.102893,121.31547,Sunny,Domestic Violence,Domestic Issue,High,1,9,16
27/05/2020,2020,7:54,Wednesday,San Lucas 2 (Malinaw),14.058129,121.320306,Foggy,Domestic Violence,Personal Dispute,Low,2,14,24
19/03/2022,2022,12:00,Wednesday,San Lorenzo (Saluyan),14.06015,121.359866,Foggy,Burglary,Domestic Issue,Medium,1,12,40
24/03/2024,2024,0:04,Saturday,San Nicolas (Mag-ampon),14.05654,121.300733,Foggy,Vandalism,Other,Low,2,8,49
07/01/2020,2020,11:59,Friday,San Nicolas (Mag-ampon),14.067437,121.31078,Stormy,Drug-Related,Drugs,Medium,2,29,10
29/12/2022,2022,12:39,Tuesday,III-E,14.099826,121.304349,Sunny,Theft,Other,High,1,8,112
16/07/2024,2024,20:51,Monday,Santa Monica,14.053237,121.306675,Stormy,Fraud,Other,Low,3,17,25
19/02/2022,2022,8:16,Thursday,Santa Catalina (Sandig),14.091517,121.301252,Stormy,Theft,Gang Activity,Medium,0,21,42
21/09/2023,2023,21:28,Wednesday,Santa Isabel,14.022335,121.334758,Foggy,Vandalism,Poverty,Low,0,29,91
15/09/2023,2023,8:43,Saturday,San Gabriel (Butucan),14.014823,121.338732,Cloudy,Fraud,Alcohol,Low,2,15,30
05/05/2024,2024,23:58,Tuesday,San Cristobal,14.080523,121.331207,Foggy,Theft,Opportunistic,High,2,20,89
15/05/2021,2021,18:45,Saturday,VII-B,14.063761,121.316041,Stormy,Vandalism,Alcohol,High,3,27,39
06/09/2020,2020,22:01,Friday,San Gabriel (Butucan),14.020244,121.348171,Stormy,Other,Domestic Issue,High,2,18,51
11/09/2022,2022,18:48,Saturday,Santa Ana,14.087211,121.355197,Sunny,Theft,Gang Activity,High,0,21,63
12/08/2020,2020,13:14,Friday,Santa Monica,14.10678,121.329434,Sunny,Theft,Personal Dispute,Low,2,10,32
03/06/2023,2023,7:20,Sunday,III-E,14.075832,121.273621,Rainy,Harassment,Personal Dispute,High,2,8,49
04/08/2020,2020,9:16,Thursday,Soledad (Macopa),14.070107,121.306228,Sunny,Domestic Violence,Poverty,Low,2,11,10
26/12/2025,2025,11:49,Tuesday,San Gregorio,14.028834,121.319976,Foggy,Domestic Violence,Alcohol,Medium,2,5,117
03/01/2020,2020,21:53,Sunday,Concepcion (Bunot),14.084489,121.286873,Cloudy,Drug-Related,Domestic Issue,Medium,2,14,19
07/12/2022,2022,0:23,Tuesday,Bautista,14.016832,121.28421,Sunny,Harassment,Mental Health,Low,0,5,14
01/03/2021,2021,12:01,Monday,Concepcion (Bunot),14.055428,121.273279,Sunny,Harassment,Other,Medium,3,11,96
17/10/2025,2025,10:07,Tuesday,San Jose (Malamig),14.093829,121.366642,Sunny,Vandalism,Mental Health,Low,2,18,65
02/02/2023,2023,10:58,Sunday,IV-B,14.091763,121.366662,Sunny,Fraud,Poverty,Medium,2,6,52
08/03/2025,2025,19:26,Monday,Santo Cristo,14.105043,121.325986,Sunny,Fraud,Domestic Issue,High,1,6,68
03/08/2020,2020,5:31,Tuesday,Santo Cristo,14.024667,121.362937,Rainy,Fraud,Mental Health,Medium,1,26,87
21/12/2025,2025,3:18,Monday,VII-A (P.Alcantara),14.100847,121.360995,Rainy,Drug-Related,Domestic Issue,Medium,3,11,22
01/10/2021,2021,10:53,Tuesday,Santa Veronica (Bae),14.099365,121.347855,Rainy,Theft,Mental Health,Low,3,14,109
06/03/2021,2021,22:08,Monday,San Ignacio,14.078576,121.301739,Stormy,Robbery,Mental Health,High,1,17,108
12/07/2025,2025,10:42,Thursday,San Isidro (Balagbag),14.031748,121.343406,Sunny,Vandalism,Unemployment,Low,2,26,99
01/02/2025,2025,22:58,Tuesday,San Jose (Malamig),14.059042,121.327022,Stormy,Robbery,Drugs,High,0,17,93
09/06/2024,2024,9:32,Tuesday,Dolores,14.034791,121.273106,Foggy,Burglary,Gang Activity,Low,0,18,26
02/11/2020,2020,23:13,Monday,Santo Cristo,14.059199,121.298495,Cloudy,Domestic Violence,Opportunistic,High,3,8,108
13/07/2021,2021,1:29,Wednesday,Santo Niño (Arsum),14.070105,121.28878,Sunny,Harassment,Unemployment,High,0,15,78
23/02/2024,2024,22:08,Saturday,III-F (Balagtas),14.103261,121.318198,Cloudy,Drug-Related,Personal Dispute,Medium,1,22,82
19/10/2022,2022,5:04,Sunday,II-C (Unson),14.063131,121.352078,Cloudy,Vandalism,Unemployment,High,3,29,117
29/06/2023,2023,10:36,Thursday,Santa Maria Magdalena (Boe / Kuba),14.014403,121.305894,Foggy,Other,Alcohol,Medium,3,6,84
15/01/2023,2023,5:38,Saturday,III-F (Balagtas),14.066521,121.343794,Rainy,Burglary,Gang Activity,Low,2,12,111
26/08/2020,2020,22:53,Saturday,San Diego (Tiim),14.09941,121.357298,Foggy,Fraud,Gang Activity,Medium,0,7,95
12/04/2020,2020,8:54,Tuesday,Concepcion (Bunot),14.10544,121.282397,Cloudy,Other,Other,Low,1,9,86
25/06/2021,2021,23:11,Monday,VII-A (P.Alcantara),14.039586,121.270672,Foggy,Domestic Violence,Poverty,Low,1,18,37
12/02/2023,2023,10:41,Wednesday,San Jose (Malamig),14.062213,121.28854,Foggy,Harassment,Unemployment,Medium,2,16,104
17/05/2021,2021,21:32,Sunday,VII-E,14.102382,121.350918,Rainy,Harassment,Unemployment,Low,3,21,73
25/04/2025,2025,2:48,Tuesday,VI-C (Bagong Pook),14.096576,121.311018,Foggy,Domestic Violence,Mental Health,Medium,0,30,31
16/03/2023,2023,12:06,Friday,San Gabriel (Butucan),14.069197,121.277845,Stormy,Other,Gang Activity,High,0,26,93
20/12/2024,2024,9:43,Thursday,Santa Elena,14.101988,121.317492,Cloudy,Theft,Unemployment,High,0,10,75
30/04/2020,2020,12:47,Wednesday,San Bartolome (Matang-ag),14.06656,121.331775,Sunny,Theft,Drugs,Low,2,21,116
26/03/2024,2024,21:30,Saturday,San Joaquin,14.032675,121.341578,Cloudy,Harassment,Alcohol,High,2,12,63
08/10/2021,2021,6:51,Friday,V-C,14.073577,121.353009,Foggy,Assault,Unemployment,High,3,25,79
26/05/2025,2025,2:01,Tuesday,San Lucas 1 (Malinaw),14.024585,121.282104,Foggy,Burglary,Personal Dispute,Low,2,9,18
21/02/2024,2024,6:21,Sunday,Dolores,14.018739,121.287585,Rainy,Drug-Related,Personal Dispute,Medium,1,27,35
28/01/2024,2024,8:02,Tuesday,IV-C,14.074628,121.343782,Foggy,Drug-Related,Other,Low,0,29,18
11/09/2023,2023,0:42,Wednesday,San Gregorio,14.027954,121.355248,Stormy,Robbery,Other,High,3,21,42
02/08/2021,2021,0:25,Friday,IV-A,14.026383,121.289351,Sunny,Assault,Domestic Issue,Low,3,8,28
31/01/2023,2023,2:02,Tuesday,Bautista,14.092009,121.304875,Foggy,Theft,Other,Low,1,16,77
23/06/2020,2020,13:54,Wednesday,II-D (Bulante),14.042516,121.366765,Cloudy,Robbery,Unemployment,Medium,1,29,45
13/09/2022,2022,4:35,Thursday,II-B (Guadalupe 1),14.041,121.35129,Cloudy,Robbery,Unemployment,Low,2,9,44
29/08/2021,2021,8:35,Tuesday,III-D (Villongco),14.026794,121.270596,Cloudy,Domestic Violence,Opportunistic,High,3,7,103
07/10/2024,2024,22:08,Friday,Santa Catalina (Sandig),14.108456,121.279922,Cloudy,Assault,Alcohol,Medium,1,28,110
30/11/2025,2025,21:19,Saturday,Santiago II (Bulaho),14.069752,121.283014,Foggy,Domestic Violence,Domestic Issue,High,0,21,69
20/12/2020,2020,4:11,Wednesday,Santa Elena,14.080061,121.347741,Foggy,Domestic Violence,Domestic Issue,High,0,23,63
14/04/2025,2025,12:28,Monday,San Pedro,14.042476,121.355009,Stormy,Domestic Violence,Drugs,Medium,2,9,42
19/06/2021,2021,12:05,Monday,IV-C,14.027722,121.353929,Foggy,Robbery,Mental Health,High,2,8,112
27/12/2020,2020,9:22,Friday,Santa Ana,14.066219,121.283149,Sunny,Fraud,Other,Low,0,13,87
15/09/2020,2020,11:10,Wednesday,San Jose (Malamig),14.03546,121.30247,Cloudy,Robbery,Alcohol,Medium,0,30,30
29/10/2020,2020,3:12,Thursday,Soledad (Macopa),14.09802,121.287623,Rainy,Robbery,Other,Medium,3,20,57
11/08/2024,2024,8:41,Thursday,Santo Angel (Ilog),14.097411,121.288269,Stormy,Drug-Related,Other,Medium,0,13,50
23/10/2022,2022,14:56,Wednesday,Santo Cristo,14.023405,121.295322,Sunny,Fraud,Domestic Issue,Medium,3,8,115
12/08/2025,2025,0:48,Tuesday,Santa Isabel,14.045747,121.279821,Rainy,Theft,Personal Dispute,Low,0,26,96
01/08/2023,2023,12:02,Saturday,San Joaquin,14.094783,121.369343,Stormy,Vandalism,Poverty,High,1,13,115
09/09/2025,2025,13:38,Tuesday,Santa Elena,14.07964,121.316254,Foggy,Burglary,Personal Dispute,Medium,3,23,61
01/07/2025,2025,22:44,Saturday,VII-E,14.02168,121.31808,Rainy,Fraud,Drugs,High,3,13,36
01/02/2023,2023,4:50,Saturday,San Nicolas (Mag-ampon),14.106668,121.364894,Sunny,Robbery,Other,Low,0,23,10
04/03/2025,2025,4:40,Thursday,San Gregorio,14.069006,121.293289,Cloudy,Theft,Alcohol,Medium,0,10,22
13/11/2020,2020,21:10,Saturday,Santa Elena,14.052113,121.28532,Rainy,Harassment,Mental Health,Low,1,30,71
23/02/2020,2020,5:52,Tuesday,VI-D (Lakeside),14.026974,121.358631,Rainy,Fraud,Drugs,Low,1,27,78
11/03/2025,2025,7:31,Friday,San Antonio 1 (Balanga),14.017173,121.316971,Rainy,Harassment,Alcohol,Low,0,21,31
29/05/2024,2024,0:10,Saturday,Santa Veronica (Bae),14.045348,121.367122,Stormy,Harassment,Unemployment,Low,0,7,34
07/08/2023,2023,4:26,Saturday,San Joaquin,14.030564,121.311259,Rainy,Burglary,Opportunistic,Medium,0,10,43
05/07/2025,2025,20:15,Friday,IV-A,14.048148,121.352795,Stormy,Drug-Related,Alcohol,Medium,0,14,81
20/11/2022,2022,19:09,Sunday,San Cristobal,14.075306,121.311978,Sunny,Assault,Unemployment,Medium,1,17,55
12/12/2025,2025,4:28,Sunday,V-C,14.018477,121.277079,Sunny,Drug-Related,Gang Activity,Low,3,20,80
14/06/2024,2024,4:03,Tuesday,Soledad (Macopa),14.045167,121.304986,Sunny,Domestic Violence,Domestic Issue,High,2,27,99
13/07/2025,2025,23:33,Wednesday,Santo Niño (Arsum),14.095728,121.343887,Foggy,Harassment,Personal Dispute,High,0,5,16
19/01/2020,2020,8:52,Thursday,San Lorenzo (Saluyan),14.012226,121.319643,Foggy,Fraud,Domestic Issue,High,1,18,94
16/04/2024,2024,11:36,Saturday,Santa Cruz (Putol),14.081841,121.271492,Stormy,Domestic Violence,Personal Dispute,Medium,0,11,53
22/12/2023,2023,2:39,Saturday,San Joaquin,14.084785,121.357156,Stormy,Domestic Violence,Poverty,Low,3,5,56
31/12/2020,2020,20:16,Sunday,II-D (Bulante),14.050094,121.289577,Cloudy,Theft,Opportunistic,Medium,1,8,28
09/10/2021,2021,22:57,Monday,V-A,14.099899,121.345748,Sunny,Robbery,Alcohol,High,3,17,82
08/12/2024,2024,18:32,Saturday,VI-B (Sabang Mabini),14.024729,121.362677,Foggy,Domestic Violence,Mental Health,Low,1,30,36
17/03/2021,2021,12:33,Saturday,San Buenaventura (Palakpakin),14.102796,121.359016,Rainy,Harassment,Drugs,Medium,2,30,90
23/11/2020,2020,16:11,Saturday,VII-C,14.028086,121.3029,Sunny,Theft,Gang Activity,Medium,1,16,120
15/01/2025,2025,10:38,Monday,Santa Catalina (Sandig),14.036551,121.334245,Sunny,Other,Gang Activity,Medium,1,13,39
22/06/2025,2025,9:01,Saturday,San Cristobal,14.045299,121.361551,Sunny,Robbery,Gang Activity,Low,3,7,70
19/03/2023,2023,6:09,Wednesday,Santo Cristo,14.010451,121.277269,Cloudy,Assault,Poverty,Low,1,21,62
29/09/2024,2024,4:31,Wednesday,III-B,14.025991,121.297906,Cloudy,Harassment,Poverty,High,0,15,69
26/11/2025,2025,19:05,Friday,Bautista,14.035001,121.336566,Foggy,Fraud,Drugs,High,2,22,107
12/02/2020,2020,23:47,Tuesday,VII-C,14.018323,121.343425,Cloudy,Theft,Other,Low,3,21,12
03/09/2022,2022,7:41,Friday,I-B (City Sub Riverside),14.036843,121.32242,Rainy,Fraud,Drugs,Medium,1,7,74
05/11/2025,2025,20:51,Saturday,VI-C (Bagong Pook),14.010977,121.28701,Rainy,Harassment,Alcohol,Medium,2,20,102
02/03/2021,2021,11:06,Thursday,Atisan,14.0811,121.33884,Foggy,Other,Poverty,Low,3,27,72
21/07/2022,2022,12:51,Tuesday,Atisan,14.046027,121.328401,Rainy,Other,Personal Dispute,Medium,0,23,42
16/10/2020,2020,15:39,Monday,I-C (Bagong Bayan),14.024798,121.313319,Foggy,Harassment,Poverty,Low,1,27,37
08/01/2025,2025,0:49,Thursday,San Jose (Malamig),14.105661,121.365883,Foggy,Burglary,Unemployment,High,2,13,38
01/08/2023,2023,3:47,Tuesday,I-A (Sambat),14.097805,121.361877,Cloudy,Drug-Related,Drugs,Medium,3,7,51
20/11/2021,2021,6:49,Sunday,San Pedro,14.090846,121.333595,Rainy,Fraud,Mental Health,Medium,2,15,16
11/10/2020,2020,11:42,Saturday,Santa Maria Magdalena (Boe / Kuba),14.043641,121.304772,Stormy,Assault,Opportunistic,Medium,3,15,21
25/11/2020,2020,5:25,Friday,San Lucas 2 (Malinaw),14.05846,121.337177,Stormy,Other,Domestic Issue,High,3,9,119
10/06/2024,2024,15:16,Saturday,Santo Angel (Ilog),14.049904,121.357225,Foggy,Other,Alcohol,High,2,21,48
26/07/2023,2023,21:59,Saturday,VI-B (Sabang Mabini),14.102893,121.297722,Cloudy,Harassment,Domestic Issue,Medium,0,14,113
11/06/2024,2024,23:14,Saturday,II-B (Guadalupe 1),14.039947,121.283146,Cloudy,Domestic Violence,Opportunistic,Medium,2,27,12
17/09/2024,2024,21:22,Wednesday,II-E (San Anton),14.020291,121.323226,Sunny,Theft,Gang Activity,High,3,28,60
26/01/2024,2024,21:33,Tuesday,San Buenaventura (Palakpakin),14.067946,121.28042,Rainy,Burglary,Mental Health,High,1,7,68
17/04/2021,2021,3:16,Thursday,VII-A (P.Alcantara),14.012758,121.275882,Sunny,Vandalism,Other,Low,0,19,93
12/02/2023,2023,0:37,Monday,III-C (Labak/De Roma),14.076152,121.348352,Stormy,Vandalism,Unemployment,High,2,25,60
25/09/2023,2023,17:46,Monday,V-D,14.058355,121.285899,Rainy,Burglary,Mental Health,Low,2,29,66
06/05/2024,2024,4:38,Wednesday,San Mateo (Imok),14.019879,121.298969,Sunny,Burglary,Drugs,Medium,1,7,68
06/06/2023,2023,11:38,Monday,II-E (San Anton),14.107343,121.365104,Stormy,Burglary,Gang Activity,High,3,29,116
25/04/2023,2023,2:00,Sunday,I-B (City Sub Riverside),14.019454,121.340931,Cloudy,Harassment,Unemployment,Low,1,25,36
19/08/2022,2022,21:24,Saturday,Santisimo Rosario (Balagbag),14.025484,121.285951,Sunny,Domestic Violence,Opportunistic,Medium,0,13,84
29/07/2022,2022,8:58,Wednesday,II-E (San Anton),14.063851,121.314826,Foggy,Vandalism,Domestic Issue,High,1,18,65
14/11/2022,2022,4:22,Thursday,San Bartolome (Matang-ag),14.084495,121.307541,Stormy,Assault,Domestic Issue,Low,2,18,111
15/08/2025,2025,15:11,Thursday,San Jose (Malamig),14.073953,121.351027,Foggy,Vandalism,Drugs,Medium,1,13,24
22/04/2021,2021,18:10,Thursday,I-C (Bagong Bayan),14.019924,121.290897,Sunny,Harassment,Alcohol,Medium,1,14,32
27/10/2023,2023,19:45,Thursday,Santo Angel (Ilog),14.014529,121.298808,Foggy,Theft,Domestic Issue,High,2,25,57
12/09/2023,2023,20:24,Monday,Concepcion (Bunot),14.080928,121.346028,Sunny,Drug-Related,Poverty,Medium,1,18,105
01/11/2020,2020,15:45,Friday,Santo Cristo,14.061703,121.298632,Rainy,Domestic Violence,Domestic Issue,Low,3,26,50
26/03/2023,2023,0:02,Sunday,Santa Veronica (Bae),14.058368,121.35209,Cloudy,Domestic Violence,Drugs,High,3,7,37
29/06/2020,2020,20:40,Wednesday,V-D,14.028531,121.319478,Sunny,Fraud,Opportunistic,Low,3,8,112
30/07/2025,2025,19:14,Wednesday,III-A (Hermanos Belen),14.083749,121.297095,Cloudy,Domestic Violence,Poverty,High,2,24,14
27/12/2023,2023,1:25,Saturday,Santo Niño (Arsum),14.071911,121.277805,Stormy,Drug-Related,Gang Activity,Medium,2,18,91
15/01/2021,2021,23:29,Thursday,San Gabriel (Butucan),14.102302,121.275144,Foggy,Fraud,Domestic Issue,Medium,2,8,113
15/02/2024,2024,2:40,Tuesday,San Ignacio,14.042709,121.35816,Foggy,Burglary,Poverty,High,1,28,100
05/05/2024,2024,14:23,Monday,III-D (Villongco),14.037205,121.360439,Stormy,Vandalism,Unemployment,Low,1,12,64
27/12/2020,2020,5:56,Friday,VII-D,14.049166,121.303007,Sunny,Domestic Violence,Opportunistic,Medium,2,7,85
21/06/2022,2022,11:54,Sunday,V-D,14.092118,121.354696,Rainy,Theft,Unemployment,High,1,29,56
15/03/2022,2022,22:25,Friday,San Miguel (Balatuin),14.096413,121.306418,Stormy,Burglary,Personal Dispute,High,3,18,107
01/07/2021,2021,7:49,Wednesday,VII-A (P.Alcantara),14.039786,121.315836,Sunny,Vandalism,Opportunistic,High,0,10,82
05/08/2021,2021,1:20,Sunday,II-A (Triangulo/ Guadalupe 2),14.096934,121.288037,Cloudy,Theft,Mental Health,High,1,5,53
27/07/2020,2020,16:40,Thursday,VI-B (Sabang Mabini),14.030174,121.271305,Rainy,Burglary,Other,Medium,3,15,87
15/12/2020,2020,10:13,Thursday,San Buenaventura (Palakpakin),14.066339,121.292945,Cloudy,Harassment,Personal Dispute,Low,0,15,82
08/01/2020,2020,0:49,Tuesday,V-A,14.060654,121.363364,Cloudy,Fraud,Other,High,2,27,14
16/06/2023,2023,23:42,Monday,San Roque (Sambat),14.029891,121.303156,Foggy,Domestic Violence,Drugs,Medium,0,21,62
08/05/2022,2022,6:43,Sunday,VI-E (YMCA),14.065084,121.350336,Sunny,Fraud,Gang Activity,Medium,0,8,89
12/11/2021,2021,7:15,Saturday,San Gregorio,14.052654,121.3027,Sunny,Theft,Unemployment,Low,1,28,119
28/09/2024,2024,17:38,Friday,Atisan,14.072443,121.337465,Rainy,Theft,Mental Health,Low,0,24,67
30/11/2022,2022,17:17,Saturday,Santo Angel (Ilog),14.041971,121.288218,Sunny,Harassment,Alcohol,High,2,19,107
08/06/2023,2023,3:54,Monday,Santa Ana,14.031592,121.303202,Foggy,Harassment,Poverty,Medium,0,21,12
29/05/2022,2022,2:54,Monday,San Cristobal,14.064368,121.335067,Stormy,Robbery,Alcohol,Low,0,29,28
01/11/2022,2022,13:00,Tuesday,San Cristobal,14.0485,121.31576,Stormy,Burglary,Personal Dispute,Low,3,5,103
29/12/2021,2021,6:54,Friday,San Bartolome (Matang-ag),14.07879,121.351631,Sunny,Burglary,Unemployment,Medium,3,21,49
29/04/2023,2023,3:20,Friday,VI-D (Lakeside),14.023336,121.314523,Foggy,Harassment,Alcohol,Low,3,8,22
31/05/2020,2020,8:46,Wednesday,San Ignacio,14.044677,121.29336,Sunny,Domestic Violence,Poverty,Low,0,14,103
04/02/2023,2023,3:00,Sunday,Soledad (Macopa),14.068287,121.294892,Sunny,Harassment,Mental Health,Low,2,29,92
07/10/2020,2020,7:05,Monday,San Buenaventura (Palakpakin),14.061679,121.328496,Cloudy,Robbery,Other,High,3,25,13
02/10/2022,2022,0:06,Sunday,Santa Maria,14.057805,121.355609,Stormy,Burglary,Drugs,High,3,17,63
22/08/2023,2023,5:08,Thursday,San Crispin (Lumbangan),14.067684,121.279198,Foggy,Robbery,Other,Low,0,7,59
07/07/2021,2021,3:59,Sunday,San Buenaventura (Palakpakin),14.055438,121.366757,Sunny,Burglary,Domestic Issue,Low,1,29,21
21/10/2024,2024,6:55,Sunday,Santa Monica,14.088155,121.288718,Sunny,Vandalism,Personal Dispute,High,0,6,95
14/01/2020,2020,23:12,Saturday,IV-C,14.018265,121.275333,Cloudy,Fraud,Poverty,Medium,2,25,102
19/10/2023,2023,9:34,Sunday,V-A,14.010547,121.293861,Stormy,Domestic Violence,Poverty,High,0,23,27
14/04/2024,2024,18:26,Wednesday,San Lucas 1 (Malinaw),14.014276,121.327453,Stormy,Assault,Drugs,High,0,6,24
27/02/2020,2020,15:30,Wednesday,San Roque (Sambat),14.04521,121.321659,Sunny,Domestic Violence,Poverty,High,0,25,27
08/02/2023,2023,4:06,Friday,VII-A (P.Alcantara),14.054165,121.361241,Foggy,Domestic Violence,Personal Dispute,High,2,26,111
27/02/2024,2024,18:10,Friday,San Lucas 1 (Malinaw),14.028737,121.298514,Sunny,Burglary,Domestic Issue,Medium,0,27,74
24/09/2020,2020,13:15,Friday,San Lucas 1 (Malinaw),14.048014,121.32692,Sunny,Other,Gang Activity,Low,3,17,98
14/12/2022,2022,18:36,Friday,III-F (Balagtas),14.046627,121.302604,Rainy,Robbery,Poverty,Low,3,12,49
03/10/2025,2025,15:38,Monday,Santo Cristo,14.027378,121.313775,Sunny,Domestic Violence,Domestic Issue,High,2,22,106
20/10/2025,2025,13:02,Monday,San Bartolome (Matang-ag),14.107715,121.310841,Foggy,Robbery,Poverty,High,3,14,106
14/09/2023,2023,22:05,Tuesday,V-A,14.015434,121.326346,Rainy,Burglary,Gang Activity,Low,3,26,46
03/06/2025,2025,20:16,Friday,IV-A,14.085521,121.298514,Foggy,Theft,Drugs,High,0,28,87
12/03/2023,2023,18:41,Thursday,Del Remedio (Wawa),14.106027,121.317585,Cloudy,Theft,Alcohol,High,1,12,103
04/04/2022,2022,9:34,Monday,San Gabriel (Butucan),14.068444,121.31018,Rainy,Other,Gang Activity,High,0,17,60
01/03/2022,2022,16:16,Saturday,III-B,14.027109,121.338675,Stormy,Theft,Gang Activity,High,2,26,37
29/05/2022,2022,21:34,Tuesday,II-E (San Anton),14.018228,121.288038,Stormy,Other,Opportunistic,Medium,0,24,112
28/08/2021,2021,6:33,Wednesday,V-D,14.023562,121.368602,Cloudy,Assault,Drugs,High,2,28,96
03/11/2020,2020,14:03,Monday,San Antonio 1 (Balanga),14.011528,121.339049,Rainy,Domestic Violence,Unemployment,High,0,22,89
05/08/2025,2025,0:36,Monday,San Vicente,14.010954,121.283327,Sunny,Robbery,Poverty,Medium,0,21,108
08/09/2020,2020,13:49,Thursday,San Isidro (Balagbag),14.070152,121.293437,Foggy,Drug-Related,Alcohol,Medium,1,8,79
